"id","lon","lat","sum_raw","mean_raw","median_raw","sum_obj","mean_obj","median_obj","served_lsoa_i"
1,-0.0148932358496872,51.628631253423,158883224.304288,4837.51139642822,3518.76651176415,2303848968852768,70145200610.5459,20274716596.7099,39
2,-0.120581041593051,51.6410918009886,158912155.663296,4838.39226839899,3519.67856899367,2304013217203648,70150201473.744,20299220893.6615,38
3,-0.113536260007738,51.6330922962046,158927705.909593,4838.86572614764,3519.85998217857,2304177386163940,70155199919.74,20322433897.1252,43
4,-0.154659107665351,51.6384386413661,158926801.477978,4838.83818895318,3520.20236431337,2304159109019588,70154643436.2315,20322433897.1252,35
5,-0.154681629020435,51.6202734518433,158872550.382144,4837.18640793278,3517.69979234939,2303664970912202,70139598432.353,20272115636.9362,59
6,-0.145297881235577,51.6286890189884,158910156.278158,4838.33139319688,3519.78460360849,2304055194238792,70151479546.9124,20310067630.8764,44
7,-0.0695871039768894,51.6176930477579,158928096.442036,4838.87761667386,3520.20236431337,2304180440356516,70155292910.6234,20317760104.8986,58
8,-0.0873614398624776,51.6190206310659,158912265.014333,4838.39559780578,3520.20236431337,2304104701555155,70152986894.2624,20322433897.1252,35
9,-0.0855347968449388,51.6261700093727,158907324.579312,4838.24517657142,3519.78460360849,2304035944924487,70150893463.7829,20301819375.949,48
10,-0.0590827730110723,51.6357051042323,158851487.488335,4836.54510681815,3516.00710065657,2303541968628140,70135853386.5589,20251997475.5365,67
11,-0.130549706373565,51.6186256877826,158903521.738231,4838.12939161584,3519.85998217857,2304038797156754,70150980305.5887,20322433897.1252,39
12,-0.183386400155002,51.6356997366996,158868568.662138,4837.06517665748,3516.84832476512,2303531092373848,70135522237.6644,20268279472.7371,70
13,-0.182282219877829,51.6273603673647,158855484.132228,4836.66679248045,3515.13746753318,2303417868454014,70132074913.3484,20251997475.5365,67
14,-0.16242979193105,51.6185527262784,158855228.043601,4836.65899535991,3516.84832476512,2303481216588512,70134003671.5538,20266617795.0174,65
15,-0.0208595547354632,51.5941484811893,158886435.643136,4837.60917193814,3519.85998217857,2303877297341662,70146063126.9535,20304188241.0072,50
